Application mode;Course;Tuition fees up to date;Age at enrollment;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Output
8;5;1;19;6;6;1,38333E+16;6;6;13125;Graduate
12;17;0;49;5;2;11.0;5;1;11.0;Dropout
12;12;1;43;8;7;1,16357E+16;8;7;1,16357E+16;Enrolled
12;3;1;34;6;4;45992;5;0;0.0;Dropout
8;7;1;18;5;4;45789;5;5;1,12857E+16;Enrolled
12;17;1;43;5;5;45882;5;5;1,36667E+16;Graduate
1;11;1;21;6;3;12.0;6;1;11.0;Dropout
12;17;1;40;5;3;11.0;5;4;45789;Enrolled
8;14;1;19;6;4;13.75;6;6;1,15556E+16;Graduate
1;11;1;27;6;6;1,06667E+16;6;4;45962;Enrolled
13;13;1;43;7;0;0.0;8;2;13.15;Dropout
14;17;1;31;5;5;1,38333E+16;5;5;45762;Graduate
15;4;1;26;6;0;0.0;6;0;0.0;Enrolled
12;17;1;34;5;5;45884;5;5;45885;Graduate
14;12;1;30;14;12;1,25261E+15;14;12;1,25261E+15;Graduate
12;12;1;36;7;6;1,27833E+16;8;0;0.0;Dropout
4;17;0;46;5;0;0.0;5;1;10.0;Dropout
8;6;1;22;5;3;13.0;5;3;1,06667E+16;Graduate
4;4;1;27;6;0;0.0;6;0;0.0;Dropout
1;7;1;20;5;5;45879;5;3;12.0;Enrolled
16;9;1;20;5;5;11.0;5;3;10.0;Enrolled
13;7;0;31;4;0;0.0;5;0;0.0;Dropout
1;7;1;20;5;0;0.0;5;0;0.0;Enrolled
8;15;0;21;6;2;12.0;6;0;0.0;Dropout
8;9;1;21;5;4;27668;5;2;11.0;Dropout
1;9;1;19;5;5;45819;5;4;45790;Graduate
8;9;1;20;5;5;45880;5;4;45819;Graduate
1;4;1;18;6;6;16.0;6;6;1,51667E+16;Graduate
1;15;1;18;6;6;1,26667E+16;6;6;45788;Graduate
12;12;1;30;7;4;45761;7;6;45790;Enrolled
12;11;0;34;6;0;0.0;6;0;0.0;Dropout
8;14;0;21;6;4;45992;6;4;45760;Enrolled
15;5;1;20;7;5;45820;9;8;27729;Dropout
1;12;1;18;8;7;45760;8;7;45760;Graduate
1;2;1;21;0;0;0.0;0;0;0.0;Dropout
13;4;1;26;6;1;10.0;6;0;0.0;Dropout
8;7;1;20;5;0;0.0;5;0;0.0;Dropout
15;4;1;25;6;3;45962;6;4;45699;Dropout
8;14;1;19;5;0;0.0;5;0;0.0;Enrolled
12;9;1;24;5;3;1,06667E+16;5;1;14.0;Dropout
1;8;1;20;5;4;27699;5;5;45760;Graduate
1;9;1;20;5;0;0.0;5;0;0.0;Dropout
3;5;1;18;6;6;1,26667E+16;6;6;14125;Graduate
12;13;1;25;7;7;35004;8;7;1,20429E+16;Enrolled
8;11;1;22;6;5;14.0;6;6;1,56667E+16;Graduate
14;3;0;41;6;0;0.0;6;0;0.0;Dropout
1;9;1;19;5;2;45788;5;0;0.0;Dropout
14;8;1;21;6;6;12.0;6;5;45881;Graduate
12;6;1;30;6;6;1,64286E+16;6;6;1,66667E+16;Dropout
1;12;1;21;7;5;1,3336E+16;8;7;1,32071E+16;Graduate
12;13;1;26;7;0;0.0;8;0;0.0;Enrolled
6;14;1;21;7;7;1,46667E+16;6;6;14.0;Graduate
1;12;1;18;8;7;1,41157E+16;8;7;1,41157E+16;Graduate
1;6;1;19;6;6;1,48571E+16;6;6;1,31111E+15;Graduate
1;6;1;18;6;6;1,38333E+16;6;6;1,37143E+16;Graduate
8;9;1;19;5;3;11.0;5;4;27699;Enrolled
14;6;1;21;6;4;27699;6;3;1,36667E+16;Enrolled
8;9;1;18;5;2;10.0;5;2;12.0;Dropout
12;12;1;24;8;6;12415;8;6;12415;Graduate
1;8;1;21;5;1;11.0;5;2;45787;Enrolled
15;6;1;23;6;5;1,44286E+16;6;6;1,34286E+16;Graduate
8;12;1;18;8;7;1,43129E+16;8;7;1,43129E+16;Graduate
12;6;0;26;6;6;1,54286E+16;6;5;45791;Enrolled
1;8;1;20;5;4;12.0;5;5;45760;Graduate
1;10;1;18;6;6;1,38333E+16;6;6;1,37143E+16;Graduate
1;10;1;20;6;6;1,21667E+16;6;6;1,21429E+16;Graduate
1;12;1;20;8;7;1,40143E+16;8;7;1,40143E+16;Enrolled
8;10;1;18;6;2;1,03333E+16;6;3;1,33333E+16;Enrolled
1;15;1;22;6;5;45701;6;5;45821;Graduate
1;12;1;20;7;6;45762;7;6;45762;Graduate
8;12;1;19;7;7;1,33857E+16;8;8;15925;Graduate
1;8;1;18;6;6;1,08571E+16;6;4;11.0;Dropout
8;9;1;18;5;5;1,13333E+16;5;5;12.0;Graduate
1;6;1;19;5;4;45791;5;5;45821;Graduate
1;5;1;19;6;6;1,41667E+16;6;6;12375;Graduate
8;3;1;24;6;6;1,28333E+16;6;6;12.0;Graduate
1;10;1;21;6;6;1,33333E+16;6;6;45791;Graduate
1;10;1;20;6;6;1,36667E+16;6;6;1,45714E+16;Graduate
12;11;0;28;6;6;1,08333E+16;6;5;11.0;Dropout
1;16;1;21;6;6;1,34286E+16;6;6;1,31429E+16;Graduate
1;12;1;20;7;7;1,24014E+16;8;6;1,18083E+16;Enrolled
13;4;0;36;6;0;0.0;6;0;0.0;Dropout
12;17;0;42;4;0;0.0;5;0;0.0;Dropout
12;17;1;47;5;4;45788;5;5;45819;Dropout
12;7;0;25;5;0;0.0;5;0;0.0;Dropout
12;14;1;25;6;6;1,41429E+16;6;6;45790;Graduate
12;3;1;48;6;0;0.0;5;0;0.0;Dropout
14;17;1;32;10;10;45882;10;10;45881;Graduate
4;17;1;38;10;10;45821;10;5;45821;Dropout
4;10;1;37;16;15;1,17333E+16;11;9;1,18889E+15;Graduate
12;9;0;26;5;1;10.0;5;1;10.0;Dropout
15;6;1;23;6;0;0.0;6;0;0.0;Dropout
15;4;1;23;6;0;0.0;6;0;0.0;Enrolled
15;4;1;20;6;4;45879;6;4;12.0;Enrolled
12;12;1;26;7;6;1,30467E+16;8;7;1330625;Dropout
14;3;1;45;9;8;11.0;7;6;1,08333E+16;Enrolled
12;3;1;26;6;3;1,23333E+16;6;3;1,16667E+16;Enrolled
14;3;1;26;11;10;45880;7;7;1,32857E+16;Graduate
12;17;1;25;5;3;11.0;5;3;45962;Enrolled
7;12;1;18;8;8;45974;8;8;45974;Graduate
4;12;1;27;8;7;1,44143E+16;8;7;1,44143E+16;Graduate
8;3;0;24;5;0;0.0;5;0;0.0;Dropout
8;9;1;20;5;5;1,23333E+16;5;5;45700;Graduate
1;12;1;18;7;0;0.0;7;1;10.0;Dropout
8;13;1;18;7;7;45671;8;8;133125;Graduate
1;12;1;18;8;8;13045;8;8;13045;Graduate
1;12;1;19;8;5;12858;8;5;12858;Enrolled
13;12;1;19;8;8;142525;8;8;142525;Graduate
1;12;1;19;7;5;45822;7;7;1,12429E+16;Enrolled
1;12;1;18;8;7;1,50757E+16;8;7;1,50757E+16;Graduate
8;2;1;18;0;0;0.0;0;0;0.0;Enrolled
14;14;1;19;5;4;13.75;6;5;45820;Enrolled
4;4;1;23;17;17;13.15;12;12;1,32143E+16;Graduate
1;10;1;21;6;5;1,23333E+16;6;5;45880;Graduate
1;12;1;18;7;7;1,37786E+16;8;8;1,31222E+16;Graduate
1;16;0;20;6;3;1,03333E+16;6;1;11.0;Dropout
14;15;1;23;6;3;1,13333E+16;6;2;11.0;Enrolled
1;10;1;20;6;5;45701;6;6;1,26667E+16;Enrolled
1;5;1;18;6;6;1,35714E+16;6;6;12375;Graduate
1;3;1;29;11;11;27729;7;7;1,34286E+16;Graduate
12;15;1;28;6;3;13.0;6;1;12.0;Dropout
1;14;1;19;5;3;1,13333E+16;5;4;11.0;Enrolled
12;14;0;24;6;0;0.0;6;0;0.0;Dropout
12;2;1;33;0;0;0.0;0;0;0.0;Dropout
8;9;0;19;5;2;45789;5;1;11.0;Dropout
1;6;1;19;6;6;1,48571E+16;6;6;1,41429E+16;Graduate
12;3;1;37;9;8;12.0;7;7;1,15714E+16;Graduate
1;2;0;18;0;0;0.0;0;0;0.0;Graduate
12;17;1;29;5;0;0.0;5;0;0.0;Enrolled
12;12;1;37;7;7;1,28286E+16;8;8;126875;Graduate
12;12;1;36;7;0;0.0;8;0;0.0;Dropout
1;14;1;19;6;6;1,33333E+16;6;5;14.0;Graduate
13;12;1;33;14;14;1,30729E+16;14;14;1,30729E+16;Graduate
13;7;0;34;7;5;12.0;7;3;11.0;Dropout
1;11;1;18;6;6;45792;6;6;16.0;Graduate
15;8;1;20;6;0;0.0;6;0;0.0;Dropout
1;15;1;19;6;6;1,47143E+16;6;6;1,51667E+16;Graduate
1;6;1;20;6;6;1,67143E+16;6;6;1,53333E+16;Graduate
1;10;1;19;6;6;1,08571E+16;6;6;1,16667E+16;Graduate
1;12;1;19;7;6;1,16583E+16;8;6;1,24167E+16;Graduate
9;15;1;22;6;5;45819;6;6;12.0;Graduate
1;14;1;18;6;6;14625;6;6;1,41429E+16;Enrolled
1;15;1;18;6;6;1,21667E+16;6;6;1,26667E+16;Graduate
1;12;1;19;7;4;13375;7;6;1,21167E+16;Enrolled
1;16;1;19;6;6;45789;6;6;1,28333E+16;Graduate
12;12;0;31;7;5;20790;7;5;20790;Dropout
8;12;1;18;7;7;13.19;8;8;1423125;Graduate
1;10;1;19;6;3;11.0;6;4;45962;Graduate
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
8;10;1;19;6;5;45819;6;6;1,17143E+16;Graduate
1;12;1;19;7;6;1,42667E+16;7;6;1,42667E+16;Graduate
1;9;1;19;5;4;11.0;5;4;1,38571E+16;Enrolled
4;3;1;30;10;9;1,26667E+16;7;7;1,24286E+16;Graduate
14;15;1;18;6;0;0.0;6;3;11.0;Enrolled
9;12;1;18;8;7;1,27714E+16;8;7;1,27714E+16;Graduate
9;6;1;21;5;0;0.0;5;0;0.0;Dropout
15;10;1;19;6;6;45792;6;6;1,35714E+16;Graduate
8;14;1;19;6;6;1,32857E+16;6;5;45822;Enrolled
1;12;1;19;7;5;1,17167E+16;7;5;45851;Enrolled
8;8;1;19;6;6;1,13333E+16;6;4;13.75;Dropout
1;14;1;19;6;6;1,33333E+16;6;5;45760;Graduate
12;17;1;39;5;4;1,23333E+16;5;2;10.0;Graduate
1;5;1;18;6;6;1,23333E+16;6;6;1,28333E+16;Enrolled
8;2;1;20;0;0;0.0;0;0;0.0;Dropout
8;9;1;19;5;5;45820;5;4;45819;Graduate
8;9;1;18;5;5;45820;5;4;11.0;Enrolled
12;4;0;34;6;6;1,43333E+16;6;6;1,28333E+16;Enrolled
1;14;1;22;5;3;12.0;5;2;11.0;Enrolled
12;6;1;24;6;6;1,48571E+16;6;5;45821;Graduate
14;9;1;34;15;12;1,19167E+16;13;11;1,31818E+16;Graduate
12;17;1;46;5;0;0.0;5;0;0.0;Dropout
12;9;1;50;5;3;1,33333E+16;5;5;45700;Enrolled
12;17;0;37;5;0;0.0;5;0;0.0;Dropout
1;6;1;18;6;6;17.0;6;6;45792;Graduate
12;6;1;25;6;3;1,16667E+16;6;2;1,13333E+16;Enrolled
12;4;1;46;19;19;1,22105E+16;13;13;1,13846E+16;Graduate
12;5;1;30;6;6;13.0;6;5;1,28571E+16;Graduate
1;17;0;37;5;0;0.0;5;0;0.0;Dropout
12;17;1;50;5;2;45787;5;3;11.0;Enrolled
15;4;1;20;6;6;1,35714E+16;6;6;1,27143E+16;Graduate
12;13;1;39;3;1;14.0;2;0;0.0;Dropout
12;15;0;53;5;0;0.0;4;0;0.0;Dropout
13;9;1;54;15;13;1,24615E+16;13;10;45668;Dropout
15;6;1;19;6;4;45761;6;5;13.0;Graduate
9;15;0;20;6;0;0.0;6;0;0.0;Dropout
1;15;1;18;6;6;1,43333E+16;6;6;1,41667E+16;Graduate
17;4;1;21;13;11;1,19091E+16;11;11;1,07273E+16;Graduate
9;5;1;18;6;6;1,37143E+16;6;6;14375;Graduate
1;12;1;19;7;0;0.0;8;0;0.0;Dropout
8;12;1;18;7;5;13.46;7;7;122375;Dropout
1;15;1;19;6;6;15.0;6;6;1,33333E+16;Graduate
1;2;1;18;0;0;0.0;0;0;0.0;Dropout
1;14;1;19;6;5;45760;6;5;45881;Graduate
14;3;1;48;6;5;13.0;6;4;45789;Enrolled
14;10;1;34;6;4;45962;6;4;13.75;Graduate
1;6;1;18;5;5;45820;5;5;45819;Graduate
12;3;1;50;6;6;1,26667E+16;6;6;1,18333E+16;Graduate
14;16;1;41;21;21;1,23333E+16;19;19;1,21053E+16;Graduate
8;15;1;22;6;5;12.0;6;5;11.0;Dropout
12;9;1;43;5;5;45763;5;5;45824;Graduate
12;3;1;50;1;0;0.0;6;0;0.0;Dropout
12;4;1;60;6;6;27729;6;4;14.75;Graduate
12;9;1;41;5;4;45791;5;5;13.0;Enrolled
12;17;1;47;5;5;45883;5;5;45761;Graduate
1;2;1;22;17;17;1,03684E+15;17;17;45788;Graduate
12;12;1;41;7;0;0.0;8;0;0.0;Dropout
14;17;1;28;10;6;1,06667E+16;10;9;1,13333E+16;Enrolled
13;11;1;32;15;13;1,26923E+16;15;13;1,23846E+16;Graduate
12;17;1;50;5;0;0.0;5;0;0.0;Dropout
16;9;1;53;15;15;45880;13;12;1,16667E+16;Enrolled
12;13;0;54;7;0;0.0;5;0;0.0;Dropout
12;3;1;49;6;5;1,23333E+16;6;4;45788;Enrolled
13;16;1;34;12;11;13.0;13;8;11875;Dropout
12;3;1;45;6;4;45789;6;3;1,16667E+16;Dropout
12;3;1;47;6;5;45700;6;4;45962;Graduate
14;10;1;22;10;8;11.0;7;5;45699;Enrolled
12;17;1;33;5;1;10.0;5;2;12.0;Dropout
12;3;1;43;6;6;1,23333E+16;6;6;45788;Graduate
4;4;1;54;13;13;1,43077E+16;12;12;1,52308E+15;Graduate
12;3;1;39;11;11;1,44545E+16;8;8;45790;Graduate
12;17;1;39;5;5;11.0;5;5;45701;Graduate
1;16;1;18;6;6;1,31429E+16;6;6;1,28333E+16;Graduate
8;10;1;19;6;6;13.75;6;6;1,18571E+16;Graduate
8;14;1;18;6;6;14.0;6;5;45882;Graduate
12;3;1;44;8;8;13.75;6;6;45789;Graduate
12;17;1;27;5;0;0.0;5;0;0.0;Dropout
1;14;1;18;6;6;1,31667E+16;6;6;1,24286E+16;Graduate
14;3;1;45;12;9;1,24444E+16;7;6;12.0;Dropout
8;16;1;20;6;6;1,26667E+16;6;5;13.0;Graduate
1;3;1;40;6;6;1,13333E+16;6;6;45787;Graduate
12;17;1;40;5;4;45962;5;5;12.0;Enrolled
14;12;1;18;7;7;136125;8;8;14575;Graduate
9;12;1;21;8;7;1,24143E+16;8;7;1,24143E+16;Graduate
8;2;1;20;0;0;0.0;0;0;0.0;Graduate
14;17;1;36;12;11;45788;12;12;114375;Enrolled
4;3;1;27;5;0;0.0;6;0;0.0;Dropout
12;13;1;32;7;7;11.0;8;8;13125;Graduate
8;10;1;18;6;6;14.0;6;6;45790;Graduate
12;3;1;37;6;4;12.0;6;3;12.0;Dropout
8;15;1;19;6;6;45789;6;6;45789;Graduate
12;3;1;41;6;6;1,13333E+16;6;6;1,13333E+16;Graduate
1;12;1;18;7;6;1,40667E+16;7;6;1,40667E+16;Graduate
14;6;1;21;9;8;1,35556E+16;7;7;1,35714E+16;Graduate
15;4;0;23;6;5;45819;6;4;45992;Dropout
8;15;1;18;6;0;0.0;6;0;0.0;Dropout
1;12;1;18;8;8;1327625;8;8;1327625;Graduate
14;6;1;21;6;0;0.0;6;0;0.0;Dropout
1;10;1;19;6;6;14375;6;6;14.75;Graduate
12;9;1;47;5;0;0.0;5;0;0.0;Dropout
12;3;1;48;6;6;1,06667E+16;6;5;45880;Enrolled
4;3;1;39;13;12;1,34167E+16;10;10;45791;Graduate
1;12;1;19;7;6;1,29717E+15;8;7;1,23214E+16;Graduate
14;17;1;38;15;14;1,09286E+16;14;12;1,18333E+16;Dropout
12;4;0;27;6;0;0.0;6;0;0.0;Dropout
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
12;3;1;34;6;4;13.25;6;0;0.0;Enrolled
12;10;1;48;6;6;1,13333E+16;6;5;45759;Dropout
12;14;1;25;5;1;11.0;5;0;0.0;Dropout
12;12;1;32;8;7;1,27571E+16;8;7;1,27571E+16;Graduate
1;15;1;18;6;6;45791;6;6;1,46667E+16;Graduate
15;3;1;20;6;6;1,38333E+16;6;6;1,45714E+16;Graduate
1;9;1;20;5;4;45962;5;5;45757;Graduate
1;2;1;20;0;0;0.0;0;0;0.0;Dropout
1;12;1;19;8;1;13.67;8;1;13.67;Enrolled
12;17;1;39;5;0;0.0;5;2;45789;Dropout
1;8;1;29;5;1;13.0;5;0;0.0;Dropout
12;17;1;36;5;0;0.0;5;0;0.0;Dropout
1;12;1;18;8;7;1,19714E+16;8;7;1,19714E+16;Graduate
12;3;1;51;6;0;0.0;6;0;0.0;Dropout
14;15;1;23;6;1;16.0;6;4;45992;Dropout
15;6;1;21;6;0;0.0;6;0;0.0;Dropout
14;16;0;28;6;4;27729;5;0;0.0;Dropout
12;17;1;34;5;4;11.0;5;4;27668;Enrolled
12;3;1;41;2;0;0.0;6;0;0.0;Dropout
12;3;1;43;6;5;45700;6;6;1,23333E+16;Graduate
12;13;1;28;7;7;1,24286E+16;8;8;45728;Enrolled
1;2;1;19;12;12;45791;11;11;1,35833E+16;Graduate
12;4;1;26;12;6;13.0;12;11;1,38333E+16;Graduate
1;12;1;18;7;7;1,17143E+16;8;8;27729;Graduate
12;16;1;45;7;4;45931;7;3;13.0;Dropout
15;16;1;19;6;0;0.0;6;0;0.0;Dropout
8;14;1;20;6;6;12375;6;6;1,31429E+16;Graduate
1;16;1;18;6;6;1,26667E+16;6;6;12.0;Graduate
12;6;1;27;6;3;45787;6;1;12.0;Dropout
1;4;1;20;6;6;14125;6;5;45820;Graduate
1;6;1;18;6;6;1,46667E+16;6;6;1,38333E+16;Graduate
12;14;1;35;5;5;45758;5;3;1,23333E+16;Enrolled
12;2;1;26;0;0;0.0;0;0;0.0;Dropout
12;10;1;39;6;6;14.0;6;5;45883;Graduate
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
4;12;1;36;7;0;0.0;7;0;0.0;Dropout
12;3;1;38;11;11;1,26364E+16;8;8;11.0;Graduate
12;16;1;45;6;3;1,23333E+16;6;2;11.0;Dropout
12;11;1;62;6;6;15.0;6;6;1,28333E+16;Graduate
1;14;1;20;6;4;27699;6;6;1,26667E+16;Graduate
1;12;1;18;8;7;1,41371E+15;8;7;1,41371E+15;Graduate
9;5;1;18;6;2;12.0;6;1;11.0;Dropout
1;17;1;23;5;5;45879;5;4;45788;Graduate
1;5;1;19;6;6;1,32857E+16;6;6;45789;Dropout
8;9;1;19;5;5;45821;5;5;45820;Graduate
13;12;1;18;7;7;13.55;8;8;141875;Graduate
8;12;1;18;8;0;0.0;8;0;0.0;Enrolled
12;3;1;41;6;4;45790;6;6;1,11667E+16;Graduate
12;14;1;51;6;5;45819;6;5;45702;Graduate
14;10;1;24;10;10;45789;7;4;45820;Graduate
12;17;1;25;5;1;11.0;5;2;1,26667E+16;Dropout
3;6;1;18;5;3;12.0;5;4;13.0;Enrolled
7;9;1;20;5;4;45819;5;3;1,23333E+16;Graduate
1;2;1;19;0;0;0.0;0;0;0.0;Dropout
14;17;1;41;10;10;1,46364E+16;10;10;45822;Graduate
1;11;1;19;6;6;13.0;6;6;1,21667E+16;Graduate
13;16;1;28;18;14;1,27857E+16;17;16;13875;Dropout
1;5;1;21;6;6;45791;6;5;12.0;Graduate
1;6;0;22;5;4;45822;5;4;27729;Dropout
8;15;0;18;6;6;45789;6;6;1,21667E+16;Graduate
1;5;1;19;6;6;14.0;6;6;13125;Graduate
8;12;1;19;7;7;1,38014E+16;8;8;14575;Graduate
4;16;0;25;6;6;1,44286E+16;6;6;1,36667E+16;Graduate
13;12;1;18;7;6;14.35;7;6;14.35;Graduate
8;5;1;19;6;6;1,43333E+16;6;6;45790;Graduate
14;16;1;20;6;4;45992;6;4;45788;Enrolled
12;3;1;46;6;6;1,33333E+16;6;6;1,18333E+16;Graduate
8;2;0;19;12;12;13.0;11;11;13.25;Graduate
1;11;1;18;6;4;27699;6;5;45699;Enrolled
1;8;1;18;6;6;45791;6;4;13.0;Graduate
9;12;1;19;8;7;30256;8;7;30256;Graduate
1;15;1;20;6;0;0.0;6;0;0.0;Dropout
12;3;1;38;6;5;45759;6;6;1,26667E+16;Graduate
8;15;1;18;6;6;1,25714E+16;6;6;1,18571E+16;Graduate
8;12;1;18;7;7;1,38571E+16;8;8;45914;Graduate
8;10;1;18;6;5;1,18333E+16;6;5;45882;Graduate
8;9;1;20;5;4;11.0;5;4;45788;Enrolled
1;8;1;19;6;6;1,46667E+16;6;6;1,36667E+16;Graduate
12;3;0;37;4;0;0.0;5;0;0.0;Dropout
12;12;1;24;8;7;1,27143E+16;8;7;1,27143E+16;Enrolled
1;12;1;19;7;7;1,34222E+16;8;7;1,21889E+15;Graduate
1;15;1;19;6;6;14.0;6;5;45700;Dropout
8;13;1;19;7;7;1,21429E+16;8;8;13375;Dropout
8;9;1;18;5;5;45881;5;5;13.0;Graduate
1;12;1;18;7;7;1,45729E+16;8;8;1,49556E+16;Graduate
1;9;1;18;5;4;45962;5;4;11.0;Graduate
8;9;1;19;5;2;10.0;5;4;27699;Enrolled
1;8;1;18;6;5;45761;6;4;45822;Dropout
1;12;1;20;7;7;1,29829E+16;8;8;144625;Graduate
8;6;1;20;6;6;15.75;6;6;13.0;Graduate
1;6;1;18;6;5;1,22857E+16;6;3;14.0;Dropout
7;12;1;20;7;6;13755;8;7;1,35714E+16;Graduate
8;14;1;18;6;6;1,38333E+16;6;6;45790;Graduate
1;12;1;19;7;0;0.0;8;0;0.0;Dropout
1;12;1;18;7;7;1,47111E+16;8;8;1,46278E+16;Graduate
17;6;1;20;11;11;1,46154E+16;9;9;45851;Graduate
1;12;1;18;7;7;1,36771E+16;8;8;1,45333E+16;Graduate
7;6;1;19;5;5;1,31667E+16;5;5;45881;Graduate
8;10;1;19;6;5;45879;6;5;1,13333E+16;Graduate
8;8;1;19;5;3;12.0;5;5;1,28333E+16;Graduate
1;12;1;18;7;6;1,39583E+16;8;8;1471875;Graduate
8;16;1;19;6;4;13.0;6;4;45992;Dropout
1;2;1;24;0;0;0.0;0;0;0.0;Graduate
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
1;12;1;18;8;7;14.0;8;7;14.0;Graduate
1;15;1;18;6;6;1,25714E+16;6;6;1,25714E+16;Enrolled
1;15;1;19;6;4;12.0;6;3;1,13333E+16;Dropout
12;3;1;35;8;8;13625;7;7;14.0;Graduate
8;9;1;19;5;4;45789;5;4;10.0;Graduate
4;16;1;28;15;14;1,24286E+16;14;11;1,19091E+16;Dropout
14;12;1;21;7;7;133875;8;8;45915;Graduate
9;12;1;19;7;6;1,26483E+16;8;8;1,22056E+16;Graduate
3;10;1;19;6;6;14.0;6;6;1,33333E+16;Graduate
1;6;1;18;5;5;45881;5;5;1,18571E+16;Graduate
1;11;1;18;6;6;1,13333E+16;6;6;1,08333E+16;Graduate
1;12;0;19;7;0;0.0;8;0;0.0;Dropout
1;14;1;20;6;6;1,41667E+16;6;6;13.0;Graduate
1;15;1;18;6;6;1,28333E+16;6;6;1,38333E+16;Graduate
1;16;0;19;7;4;12.0;7;6;1,18333E+16;Dropout
1;15;1;20;6;6;13.0;6;6;1,31429E+16;Dropout
8;12;1;18;7;6;13.39;8;7;1,27571E+16;Enrolled
8;14;0;18;6;6;1,23333E+16;6;5;45821;Graduate
1;5;1;21;6;6;1,25714E+16;6;6;11625;Graduate
3;11;1;19;6;6;1,23333E+16;6;6;1,28333E+16;Graduate
8;16;1;19;6;5;13.0;6;4;27668;Graduate
1;6;1;19;5;3;1,23333E+16;5;4;45931;Enrolled
1;15;1;18;6;6;1,31667E+16;6;5;45702;Dropout
1;9;1;18;5;5;1,33333E+16;5;5;45821;Graduate
1;6;1;18;5;4;13.0;5;5;1,31429E+16;Graduate
12;13;1;31;7;5;45910;8;3;45849;Dropout
13;9;1;19;5;2;45788;5;3;1,08571E+16;Enrolled
7;6;1;20;6;6;1,58571E+16;6;6;16.0;Graduate
8;6;1;19;5;5;45820;5;3;13.0;Dropout
8;10;1;19;6;6;14.0;6;6;1,45714E+16;Graduate
4;8;0;27;5;3;1,46667E+16;5;2;13.0;Dropout
8;15;1;18;6;6;1,36667E+16;6;6;14.0;Graduate
1;3;1;32;6;0;0.0;6;0;0.0;Dropout
1;12;1;18;8;7;1,26286E+16;8;7;1,26286E+16;Graduate
1;12;1;19;8;7;1,42329E+16;8;7;1,42329E+16;Graduate
1;15;1;19;6;6;15.0;6;6;14.0;Enrolled
8;11;1;18;6;2;10.0;6;0;0.0;Dropout
8;14;1;18;6;4;45992;6;4;11.0;Dropout
12;15;0;24;6;6;45790;6;6;13.0;Graduate
8;10;1;19;6;5;45700;6;6;45788;Graduate
8;11;1;21;6;0;0.0;6;0;0.0;Dropout
15;5;1;19;7;6;12.0;9;8;27729;Graduate
1;12;1;19;7;5;48549;7;5;45911;Enrolled
12;13;1;36;7;6;49644;7;5;45789;Graduate
12;6;1;51;6;0;0.0;6;0;0.0;Dropout
1;14;1;20;6;6;1,13333E+16;6;4;1,05714E+16;Enrolled
12;3;0;29;6;0;0.0;5;0;0.0;Dropout
15;10;0;27;6;5;45819;6;5;12.0;Dropout
12;7;1;33;5;4;12.0;5;3;1,36667E+16;Enrolled
2;9;0;57;15;12;27699;14;9;1,22222E+15;Dropout
1;14;1;20;6;5;45881;6;5;45819;Enrolled
12;14;1;26;5;3;1,13333E+16;5;3;1,36667E+16;Dropout
14;7;0;27;5;0;0.0;5;0;0.0;Enrolled
1;14;1;19;5;5;45879;5;4;45992;Graduate
15;6;1;23;6;5;45789;6;2;45790;Dropout
12;17;1;27;5;5;45703;5;5;1,41667E+16;Graduate
1;12;1;20;7;7;1,33143E+16;8;8;12575;Graduate
9;5;1;19;12;11;1,30909E+16;11;11;1,20833E+16;Graduate
1;8;0;19;6;0;0.0;6;0;0.0;Dropout
1;5;1;20;6;5;45700;6;6;45788;Graduate
4;9;1;33;8;6;1,28333E+16;5;4;12.0;Enrolled
14;17;1;22;15;15;45699;14;14;1,24286E+16;Graduate
1;9;1;18;5;3;1,23333E+16;5;4;12.0;Graduate
12;12;1;27;8;7;1,59429E+15;8;7;1,59429E+15;Graduate
12;17;1;27;5;0;0.0;5;0;0.0;Dropout
1;10;1;19;6;4;45931;6;6;1,07143E+16;Graduate
8;16;1;20;6;5;45701;6;5;1,28333E+16;Enrolled
1;3;1;23;6;6;1,41667E+16;6;6;45789;Graduate
14;12;1;22;23;20;14575;23;20;14575;Graduate
8;11;1;18;6;1;10.0;6;0;0.0;Dropout
1;10;1;18;6;6;1,22857E+16;6;6;1,14286E+16;Graduate
12;3;1;31;6;6;14.0;6;6;1,23333E+16;Graduate
8;15;1;19;6;4;45962;6;0;0.0;Dropout
1;10;1;19;6;5;45819;6;6;1,16667E+16;Enrolled
8;3;1;24;6;1;12.0;6;0;0.0;Dropout
1;12;1;19;7;7;13.47;8;8;1332625;Graduate
8;9;1;19;5;5;45759;5;5;45881;Graduate
12;14;0;26;6;3;27699;6;4;45788;Dropout
1;2;0;27;0;0;0.0;0;0;0.0;Dropout
8;10;1;19;6;6;12.0;6;6;1,24286E+16;Graduate
12;6;1;29;5;5;1,53333E+16;5;5;45762;Dropout
1;12;1;18;8;8;48549;8;8;48549;Graduate
1;12;1;19;7;7;1,37986E+15;8;8;1475625;Graduate
1;15;1;18;6;6;1,31667E+16;6;6;45789;Enrolled
